date,op_type,flight,airline,tail_id,origin,destination,sched_time_local,actual_time_local,delay_min,hour,dow,status,propagated_from_prev,cascade_caused
2025-08-14,DEPARTURE,AI361,AI,VT-A003,BOM,BLR,2025-08-14 21:13:00,2025-08-14 21:28:00,15,21,Thursday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,QP260,QP,VT-A003,BLR,BOM,2025-08-15 00:19:00,2025-08-15 00:16:00,-3,0,Friday,ON_TIME,0.0,16.0
2025-08-15,DEPARTURE,BA210,BA,VT-A003,BOM,CCU,2025-08-15 00:45:00,2025-08-15 00:45:00,0,0,Friday,ON_TIME,16.0,0.0
2025-08-15,ARRIVAL,BA163,BA,VT-A003,CCU,BOM,2025-08-15 03:23:00,2025-08-15 03:34:00,11,3,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,G8577,G8,VT-A003,DOH,BOM,2025-08-15 06:38:00,2025-08-15 07:17:00,39,6,Friday,DELAYED,0.0,18.0
2025-08-15,DEPARTURE,SQ417,SQ,VT-A003,BOM,AMD,2025-08-15 07:44:00,2025-08-15 08:17:00,33,7,Friday,DELAYED,18.0,0.0
2025-08-15,ARRIVAL,UK187,UK,VT-A003,AMD,BOM,2025-08-15 11:10:00,2025-08-15 11:16:00,6,11,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,SQ151,SQ,VT-A003,BOM,GOI,2025-08-15 12:01:00,2025-08-15 12:20:00,19,12,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,EK915,EK,VT-A003,GOI,BOM,2025-08-15 15:47:00,2025-08-15 16:15:00,28,15,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,I5965,I5,VT-A003,BOM,GOI,2025-08-15 17:13:00,2025-08-15 17:35:00,22,17,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,6E699,6E,VT-A003,GOI,BOM,2025-08-15 19:45:00,2025-08-15 20:21:00,36,19,Friday,DELAYED,0.0,4.0
2025-08-15,DEPARTURE,EK313,EK,VT-A003,BOM,DEL,2025-08-15 21:02:00,2025-08-15 21:47:00,45,21,Friday,DELAYED,4.0,0.0
2025-08-16,DEPARTURE,QR614,QR,VT-A003,BOM,MAA,2025-08-16 09:32:00,2025-08-16 09:28:00,-4,9,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,AI914,AI,VT-A003,MAA,BOM,2025-08-16 12:10:00,2025-08-16 12:13:00,3,12,Saturday,ON_TIME,0.0,0.0
2025-08-16,DEPARTURE,G8950,G8,VT-A003,BOM,CCJ,2025-08-16 13:04:00,2025-08-16 13:31:00,27,13,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,SG893,SG,VT-A003,CCJ,BOM,2025-08-16 16:23:00,2025-08-16 16:32:00,9,16,Saturday,ON_TIME,0.0,20.0
2025-08-16,DEPARTURE,SG811,SG,VT-A003,BOM,TRV,2025-08-16 16:57:00,2025-08-16 16:52:00,-5,16,Saturday,ON_TIME,20.0,0.0
2025-08-16,ARRIVAL,SQ488,SQ,VT-A003,TRV,BOM,2025-08-16 19:58:00,2025-08-16 20:25:00,27,19,Saturday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,QP655,QP,VT-A004,BOM,BLR,2025-08-10 09:56:00,2025-08-10 10:32:00,36,9,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,QR447,QR,VT-A004,BLR,BOM,2025-08-10 12:13:00,2025-08-10 12:24:00,11,12,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,G8484,G8,VT-A004,BOM,TRV,2025-08-10 13:39:00,2025-08-10 14:03:00,24,13,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,BA358,BA,VT-A004,TRV,BOM,2025-08-10 16:29:00,2025-08-10 16:58:00,29,16,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,SQ510,SQ,VT-A004,BOM,TRV,2025-08-10 17:56:00,2025-08-10 18:01:00,5,17,Sunday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,6E218,6E,VT-A004,BOM,TRV,2025-08-11 07:16:00,2025-08-11 07:23:00,7,7,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,I5398,I5,VT-A004,TRV,BOM,2025-08-11 09:21:00,2025-08-11 09:22:00,1,9,Monday,ON_TIME,0.0,4.0
2025-08-11,DEPARTURE,SQ799,SQ,VT-A004,BOM,DXB,2025-08-11 10:03:00,2025-08-11 10:42:00,39,10,Monday,DELAYED,4.0,0.0
2025-08-11,ARRIVAL,SQ351,SQ,VT-A004,DXB,BOM,2025-08-11 17:37:00,2025-08-11 18:02:00,25,17,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,QP915,QP,VT-A004,BOM,GOI,2025-08-11 19:17:00,2025-08-11 19:07:00,-10,19,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,BA546,BA,VT-A004,GOI,BOM,2025-08-11 21:44:00,2025-08-11 21:56:00,12,21,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,QP591,QP,VT-A004,BOM,CCU,2025-08-11 22:46:00,2025-08-11 22:54:00,8,22,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,EK830,EK,VT-A004,BOM,PNQ,2025-08-12 09:24:00,2025-08-12 09:38:00,14,9,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,6E486,6E,VT-A004,PNQ,BOM,2025-08-12 12:17:00,2025-08-12 12:49:00,32,12,Tuesday,DELAYED,0.0,5.0
2025-08-12,DEPARTURE,G8270,G8,VT-A004,BOM,DEL,2025-08-12 13:29:00,2025-08-12 13:29:00,0,13,Tuesday,ON_TIME,5.0,0.0
2025-08-12,ARRIVAL,6E221,6E,VT-A004,DEL,BOM,2025-08-12 15:53:00,2025-08-12 16:10:00,17,15,Tuesday,DELAYED,0.0,12.0
2025-08-12,DEPARTURE,AI858,AI,VT-A004,BOM,TRV,2025-08-12 16:43:00,2025-08-12 17:07:00,24,16,Tuesday,DELAYED,12.0,0.0
2025-08-12,ARRIVAL,I5855,I5,VT-A004,TRV,BOM,2025-08-12 19:23:00,2025-08-12 19:48:00,25,19,Tuesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,UK938,UK,VT-A004,GOI,BOM,2025-08-13 07:46:00,2025-08-13 07:58:00,12,7,Wednesday,DELAYED,0.0,14.0
2025-08-13,DEPARTURE,6E680,6E,VT-A004,BOM,DXB,2025-08-13 08:29:00,2025-08-13 08:19:00,-10,8,Wednesday,ON_TIME,14.0,0.0
2025-08-13,ARRIVAL,BA619,BA,VT-A004,DXB,BOM,2025-08-13 14:28:00,2025-08-13 14:53:00,25,14,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,SQ135,SQ,VT-A004,BOM,LHR,2025-08-13 16:01:00,2025-08-13 15:55:00,-6,16,Wednesday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,I5338,I5,VT-A004,AMD,BOM,2025-08-14 08:33:00,2025-08-14 08:45:00,12,8,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,6E120,6E,VT-A004,BOM,DEL,2025-08-14 09:44:00,2025-08-14 10:23:00,39,9,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,G8428,G8,VT-A004,DEL,BOM,2025-08-14 13:16:00,2025-08-14 13:45:00,29,13,Thursday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,BA251,BA,VT-A004,BOM,DXB,2025-08-14 14:31:00,2025-08-14 14:31:00,0,14,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,SG100,SG,VT-A004,DXB,BOM,2025-08-14 21:47:00,2025-08-14 21:38:00,-9,21,Thursday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,QR732,QR,VT-A004,BOM,BLR,2025-08-15 09:24:00,2025-08-15 10:18:00,54,9,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,G8564,G8,VT-A004,BLR,BOM,2025-08-15 12:50:00,2025-08-15 12:44:00,-6,12,Friday,ON_TIME,0.0,19.0
2025-08-15,DEPARTURE,AI286,AI,VT-A004,BOM,DXB,2025-08-15 13:10:00,2025-08-15 13:03:00,-7,13,Friday,ON_TIME,19.0,0.0
2025-08-15,ARRIVAL,SQ750,SQ,VT-A004,DXB,BOM,2025-08-15 17:22:00,2025-08-15 17:46:00,24,17,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,SG847,SG,VT-A004,BOM,DOH,2025-08-15 19:03:00,2025-08-15 19:47:00,44,19,Friday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,I5363,I5,VT-A004,DOH,BOM,2025-08-16 05:20:00,2025-08-16 05:28:00,8,5,Saturday,ON_TIME,0.0,9.0
2025-08-16,DEPARTURE,6E533,6E,VT-A004,BOM,PNQ,2025-08-16 06:04:00,2025-08-16 06:39:00,35,6,Saturday,DELAYED,9.0,0.0
2025-08-16,DEPARTURE,QR476,QR,VT-A004,BOM,LHR,2025-08-16 10:36:00,2025-08-16 11:13:00,37,10,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,I5845,I5,VT-A004,LHR,BOM,2025-08-16 20:42:00,2025-08-16 21:25:00,43,20,Saturday,DELAYED,0.0,3.0
2025-08-16,DEPARTURE,QP517,QP,VT-A004,BOM,LHR,2025-08-16 22:07:00,2025-08-16 22:26:00,19,22,Saturday,DELAYED,3.0,0.0
2025-08-17,ARRIVAL,AI440,AI,VT-A004,LHR,BOM,2025-08-17 05:10:00,2025-08-17 05:42:00,32,5,Sunday,DELAYED,0.0,3.0
2025-08-17,DEPARTURE,EK474,EK,VT-A004,BOM,TRV,2025-08-17 06:24:00,2025-08-17 06:50:00,26,6,Sunday,DELAYED,3.0,0.0
2025-08-17,ARRIVAL,AI781,AI,VT-A004,TRV,BOM,2025-08-17 09:14:00,2025-08-17 09:57:00,43,9,Sunday,DELAYED,0.0,8.0
2025-08-17,DEPARTURE,I5603,I5,VT-A004,BOM,DXB,2025-08-17 10:34:00,2025-08-17 10:46:00,12,10,Sunday,DELAYED,8.0,0.0
2025-08-17,ARRIVAL,UK724,UK,VT-A004,DXB,BOM,2025-08-17 16:17:00,2025-08-17 16:27:00,10,16,Sunday,ON_TIME,0.0,0.0
2025-08-10,DEPARTURE,SG791,SG,VT-A005,BOM,GOI,2025-08-10 10:36:00,2025-08-10 10:37:00,1,10,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,6E541,6E,VT-A005,GOI,BOM,2025-08-10 13:00:00,2025-08-10 12:58:00,-2,13,Sunday,ON_TIME,0.0,4.0
2025-08-10,DEPARTURE,AI712,AI,VT-A005,BOM,AMD,2025-08-10 13:39:00,2025-08-10 13:48:00,9,13,Sunday,ON_TIME,4.0,0.0
2025-08-10,ARRIVAL,SG798,SG,VT-A005,AMD,BOM,2025-08-10 15:50:00,2025-08-10 15:40:00,-10,15,Sunday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,AI386,AI,VT-A005,BOM,PNQ,2025-08-11 05:46:00,2025-08-11 05:58:00,12,5,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,UK349,UK,VT-A005,PNQ,BOM,2025-08-11 08:39:00,2025-08-11 09:15:00,36,8,Monday,DELAYED,0.0,8.0
2025-08-11,DEPARTURE,SQ172,SQ,VT-A005,BOM,DOH,2025-08-11 09:52:00,2025-08-11 10:09:00,17,9,Monday,DELAYED,8.0,0.0
2025-08-11,ARRIVAL,I5294,I5,VT-A005,DOH,BOM,2025-08-11 16:05:00,2025-08-11 16:27:00,22,16,Monday,DELAYED,0.0,6.0
2025-08-11,DEPARTURE,6E212,6E,VT-A005,BOM,DXB,2025-08-11 17:06:00,2025-08-11 17:18:00,12,17,Monday,DELAYED,6.0,0.0
2025-08-12,ARRIVAL,6E261,6E,VT-A005,DXB,BOM,2025-08-12 01:50:00,2025-08-12 02:01:00,11,1,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,UK143,UK,VT-A005,AMD,BOM,2025-08-12 10:18:00,2025-08-12 10:44:00,26,10,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,SG596,SG,VT-A005,BOM,SIN,2025-08-12 11:32:00,2025-08-12 11:58:00,26,11,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,UK896,UK,VT-A005,SIN,BOM,2025-08-12 21:37:00,2025-08-12 22:07:00,30,21,Tuesday,DELAYED,0.0,10.0
2025-08-12,DEPARTURE,QR770,QR,VT-A005,BOM,MAA,2025-08-12 22:42:00,2025-08-12 23:05:00,23,22,Tuesday,DELAYED,10.0,0.0
2025-08-13,ARRIVAL,I5663,I5,VT-A005,MAA,BOM,2025-08-13 02:08:00,2025-08-13 01:58:00,-10,2,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,QR173,QR,VT-A005,BOM,DXB,2025-08-13 02:45:00,2025-08-13 02:53:00,8,2,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,QP531,QP,VT-A005,SIN,BOM,2025-08-13 07:12:00,2025-08-13 08:12:00,60,7,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,QP144,QP,VT-A005,BOM,LHR,2025-08-13 09:08:00,2025-08-13 09:08:00,0,9,Wednesday,ON_TIME,0.0,30.0
2025-08-13,ARRIVAL,EK663,EK,VT-A005,DXB,BOM,2025-08-13 09:23:00,2025-08-13 09:39:00,16,9,Wednesday,DELAYED,30.0,0.0
2025-08-13,DEPARTURE,SG698,SG,VT-A005,BOM,CCJ,2025-08-13 10:46:00,2025-08-13 11:27:00,41,10,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,SG618,SG,VT-A005,LHR,BOM,2025-08-13 13:43:00,2025-08-13 13:55:00,12,13,Wednesday,DELAYED,0.0,6.0
2025-08-13,DEPARTURE,G8195,G8,VT-A005,BOM,DXB,2025-08-13 14:34:00,2025-08-13 14:31:00,-3,14,Wednesday,ON_TIME,6.0,0.0
2025-08-13,ARRIVAL,I5387,I5,VT-A005,DXB,BOM,2025-08-13 22:26:00,2025-08-13 22:24:00,-2,22,Wednesday,ON_TIME,0.0,3.0
2025-08-13,DEPARTURE,G8663,G8,VT-A005,BOM,DOH,2025-08-13 23:06:00,2025-08-13 23:13:00,7,23,Wednesday,ON_TIME,3.0,0.0
2025-08-14,ARRIVAL,UK312,UK,VT-A005,DOH,BOM,2025-08-14 03:59:00,2025-08-14 04:08:00,9,3,Thursday,ON_TIME,0.0,0.0
2025-08-14,ARRIVAL,6E665,6E,VT-A005,SIN,BOM,2025-08-14 07:37:00,2025-08-14 08:06:00,29,7,Thursday,DELAYED,0.0,11.0
2025-08-14,DEPARTURE,I5958,I5,VT-A005,BOM,DOH,2025-08-14 08:40:00,2025-08-14 09:32:00,52,8,Thursday,DELAYED,11.0,0.0
2025-08-14,ARRIVAL,SQ796,SQ,VT-A005,DOH,BOM,2025-08-14 17:48:00,2025-08-14 17:52:00,4,17,Thursday,ON_TIME,0.0,0.0
2025-08-14,DEPARTURE,QR123,QR,VT-A005,BOM,BLR,2025-08-14 19:03:00,2025-08-14 19:44:00,41,19,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,UK852,UK,VT-A005,BLR,BOM,2025-08-14 22:38:00,2025-08-14 22:46:00,8,22,Thursday,ON_TIME,0.0,10.0
2025-08-14,DEPARTURE,SG709,SG,VT-A005,BOM,SIN,2025-08-14 23:21:00,2025-08-14 23:15:00,-6,23,Thursday,ON_TIME,10.0,0.0
2025-08-15,ARRIVAL,EK873,EK,VT-A005,SIN,BOM,2025-08-15 05:20:00,2025-08-15 05:34:00,14,5,Friday,DELAYED,0.0,0.0
2025-08-15,DEPARTURE,QR807,QR,VT-A005,BOM,GOI,2025-08-15 06:41:00,2025-08-15 06:45:00,4,6,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,BA871,BA,VT-A005,BOM,HYD,2025-08-15 08:54:00,2025-08-15 09:31:00,37,8,Friday,DELAYED,0.0,0.0
2025-08-15,ARRIVAL,SQ723,SQ,VT-A005,HYD,BOM,2025-08-15 12:58:00,2025-08-15 12:48:00,-10,12,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,QR850,QR,VT-A005,BOM,HYD,2025-08-15 13:52:00,2025-08-15 13:58:00,6,13,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,G8726,G8,VT-A005,HYD,BOM,2025-08-15 17:18:00,2025-08-15 17:27:00,9,17,Friday,ON_TIME,0.0,10.0
2025-08-15,DEPARTURE,SG327,SG,VT-A005,BOM,DEL,2025-08-15 18:02:00,2025-08-15 17:58:00,-4,18,Friday,ON_TIME,10.0,0.0
2025-08-15,ARRIVAL,6E338,6E,VT-A005,DEL,BOM,2025-08-15 20:46:00,2025-08-15 21:24:00,38,20,Friday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,QR292,QR,VT-A005,BOM,PNQ,2025-08-16 08:16:00,2025-08-16 08:16:00,0,8,Saturday,ON_TIME,0.0,0.0
2025-08-16,ARRIVAL,QP617,QP,VT-A005,PNQ,BOM,2025-08-16 11:39:00,2025-08-16 12:22:00,43,11,Saturday,DELAYED,0.0,18.0
2025-08-16,DEPARTURE,G8281,G8,VT-A005,BOM,BLR,2025-08-16 12:49:00,2025-08-16 12:47:00,-2,12,Saturday,ON_TIME,18.0,0.0
2025-08-16,ARRIVAL,6E698,6E,VT-A005,BLR,BOM,2025-08-16 14:29:00,2025-08-16 14:53:00,24,14,Saturday,DELAYED,0.0,7.0
2025-08-16,DEPARTURE,6E218,6E,VT-A005,BOM,SIN,2025-08-16 15:31:00,2025-08-16 15:44:00,13,15,Saturday,DELAYED,7.0,0.0
2025-08-10,ARRIVAL,SG502,SG,VT-A006,BLR,BOM,2025-08-10 06:01:00,2025-08-10 06:09:00,8,6,Sunday,ON_TIME,0.0,10.0
2025-08-10,DEPARTURE,6E783,6E,VT-A006,BOM,DXB,2025-08-10 06:44:00,2025-08-10 06:50:00,6,6,Sunday,ON_TIME,10.0,0.0
2025-08-10,ARRIVAL,G8302,G8,VT-A006,DXB,BOM,2025-08-10 12:54:00,2025-08-10 13:36:00,42,12,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,EK500,EK,VT-A006,BOM,AMD,2025-08-10 14:33:00,2025-08-10 15:01:00,28,14,Sunday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,SQ787,SQ,VT-A006,BOM,DXB,2025-08-11 08:11:00,2025-08-11 08:09:00,-2,8,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,QR769,QR,VT-A006,DXB,BOM,2025-08-11 14:32:00,2025-08-11 14:39:00,7,14,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,6E532,6E,VT-A006,BOM,DXB,2025-08-11 15:30:00,2025-08-11 15:26:00,-4,15,Monday,ON_TIME,0.0,0.0
2025-08-11,ARRIVAL,G8393,G8,VT-A006,DXB,BOM,2025-08-11 21:38:00,2025-08-11 21:56:00,18,21,Monday,DELAYED,0.0,0.0
2025-08-11,DEPARTURE,I5401,I5,VT-A006,BOM,HYD,2025-08-11 22:50:00,2025-08-11 22:41:00,-9,22,Monday,ON_TIME,0.0,0.0
2025-08-12,DEPARTURE,UK707,UK,VT-A006,BOM,MAA,2025-08-12 09:32:00,2025-08-12 09:34:00,2,9,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,BA874,BA,VT-A006,MAA,BOM,2025-08-12 12:34:00,2025-08-12 12:51:00,17,12,Tuesday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,BA562,BA,VT-A006,BOM,DXB,2025-08-12 14:01:00,2025-08-12 14:05:00,4,14,Tuesday,ON_TIME,0.0,0.0
2025-08-12,ARRIVAL,QP220,QP,VT-A006,DXB,BOM,2025-08-12 19:38:00,2025-08-12 20:07:00,29,19,Tuesday,DELAYED,0.0,9.0
2025-08-12,DEPARTURE,AI138,AI,VT-A006,BOM,GOI,2025-08-12 20:43:00,2025-08-12 21:15:00,32,20,Tuesday,DELAYED,9.0,0.0
2025-08-12,ARRIVAL,SQ260,SQ,VT-A006,GOI,BOM,2025-08-12 23:20:00,2025-08-12 23:31:00,11,23,Tuesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,SG141,SG,VT-A006,BOM,DOH,2025-08-13 00:46:00,2025-08-13 01:02:00,16,0,Wednesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,SQ845,SQ,VT-A006,DOH,BOM,2025-08-13 08:05:00,2025-08-13 08:33:00,28,8,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,SQ665,SQ,VT-A006,BOM,GOI,2025-08-13 09:42:00,2025-08-13 09:41:00,-1,9,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,QR231,QR,VT-A006,GOI,BOM,2025-08-13 13:00:00,2025-08-13 13:08:00,8,13,Wednesday,ON_TIME,0.0,0.0
2025-08-13,DEPARTURE,G8660,G8,VT-A006,BOM,TRV,2025-08-13 13:59:00,2025-08-13 13:49:00,-10,13,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,QR290,QR,VT-A006,TRV,BOM,2025-08-13 16:19:00,2025-08-13 16:42:00,23,16,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,I5115,I5,VT-A006,BOM,GOI,2025-08-13 17:59:00,2025-08-13 18:18:00,19,17,Wednesday,DELAYED,0.0,0.0
2025-08-14,DEPARTURE,SG966,SG,VT-A006,BOM,SIN,2025-08-14 07:04:00,2025-08-14 07:37:00,33,7,Thursday,DELAYED,0.0,0.0
2025-08-14,ARRIVAL,G8363,G8,VT-A006,SIN,BOM,2025-08-14 12:20:00,2025-08-14 12:39:00,19,12,Thursday,DELAYED,0.0,15.0
2025-08-14,DEPARTURE,I5590,I5,VT-A006,BOM,DOH,2025-08-14 13:09:00,2025-08-14 13:23:00,14,13,Thursday,DELAYED,15.0,0.0
2025-08-14,ARRIVAL,QP416,QP,VT-A006,DOH,BOM,2025-08-14 19:36:00,2025-08-14 20:17:00,41,19,Thursday,DELAYED,0.0,11.0
2025-08-14,DEPARTURE,UK568,UK,VT-A006,BOM,DEL,2025-08-14 20:51:00,2025-08-14 20:50:00,-1,20,Thursday,ON_TIME,11.0,0.0
2025-08-15,ARRIVAL,BA614,BA,VT-A006,DOH,BOM,2025-08-15 09:47:00,2025-08-15 09:37:00,-10,9,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,BA387,BA,VT-A006,BOM,BLR,2025-08-15 10:38:00,2025-08-15 10:28:00,-10,10,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,QR538,QR,VT-A006,BLR,BOM,2025-08-15 13:46:00,2025-08-15 13:50:00,4,13,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,QP257,QP,VT-A006,BOM,HYD,2025-08-15 14:49:00,2025-08-15 14:44:00,-5,14,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,EK806,EK,VT-A006,HYD,BOM,2025-08-15 17:00:00,2025-08-15 16:53:00,-7,17,Friday,ON_TIME,0.0,0.0
2025-08-15,DEPARTURE,I5514,I5,VT-A006,BOM,LHR,2025-08-15 17:56:00,2025-08-15 17:50:00,-6,17,Friday,ON_TIME,0.0,0.0
2025-08-15,ARRIVAL,SQ789,SQ,VT-A006,LHR,BOM,2025-08-15 23:07:00,2025-08-15 23:37:00,30,23,Friday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,UK214,UK,VT-A006,BOM,MAA,2025-08-16 08:16:00,2025-08-16 08:33:00,17,8,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,G8994,G8,VT-A006,MAA,BOM,2025-08-16 10:44:00,2025-08-16 11:02:00,18,10,Saturday,DELAYED,0.0,0.0
2025-08-16,DEPARTURE,6E798,6E,VT-A006,BOM,MAA,2025-08-16 11:51:00,2025-08-16 12:04:00,13,11,Saturday,DELAYED,0.0,0.0
2025-08-16,ARRIVAL,G8727,G8,VT-A006,MAA,BOM,2025-08-16 14:40:00,2025-08-16 15:08:00,28,14,Saturday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,I5300,I5,VT-A007,MAA,BOM,2025-08-10 08:33:00,2025-08-10 08:35:00,2,8,Sunday,ON_TIME,0.0,10.0
2025-08-10,DEPARTURE,I5563,I5,VT-A007,BOM,HYD,2025-08-10 09:10:00,2025-08-10 09:31:00,21,9,Sunday,DELAYED,10.0,0.0
2025-08-10,ARRIVAL,BA445,BA,VT-A007,HYD,BOM,2025-08-10 12:09:00,2025-08-10 12:44:00,35,12,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,G8963,G8,VT-A007,BOM,GOI,2025-08-10 13:52:00,2025-08-10 14:15:00,23,13,Sunday,DELAYED,0.0,0.0
2025-08-10,ARRIVAL,BA437,BA,VT-A007,GOI,BOM,2025-08-10 16:17:00,2025-08-10 16:35:00,18,16,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,BA572,BA,VT-A007,BOM,BLR,2025-08-10 17:31:00,2025-08-10 17:28:00,-3,17,Sunday,ON_TIME,0.0,0.0
2025-08-10,ARRIVAL,SQ723,SQ,VT-A007,BLR,BOM,2025-08-10 19:28:00,2025-08-10 20:04:00,36,19,Sunday,DELAYED,0.0,0.0
2025-08-10,DEPARTURE,BA101,BA,VT-A007,BOM,MAA,2025-08-10 21:19:00,2025-08-10 21:15:00,-4,21,Sunday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,UK402,UK,VT-A007,BOM,BLR,2025-08-11 09:23:00,2025-08-11 09:34:00,11,9,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,QR190,QR,VT-A007,BLR,BOM,2025-08-11 11:14:00,2025-08-11 11:22:00,8,11,Monday,ON_TIME,0.0,0.0
2025-08-11,DEPARTURE,BA341,BA,VT-A007,BOM,BLR,2025-08-11 12:15:00,2025-08-11 12:53:00,38,12,Monday,DELAYED,0.0,0.0
2025-08-11,ARRIVAL,QR279,QR,VT-A007,BLR,BOM,2025-08-11 15:07:00,2025-08-11 15:20:00,13,15,Monday,DELAYED,0.0,0.0
2025-08-12,DEPARTURE,AI945,AI,VT-A007,BOM,GOI,2025-08-12 07:59:00,2025-08-12 09:16:00,77,7,Tuesday,DELAYED,0.0,0.0
2025-08-12,ARRIVAL,SG580,SG,VT-A007,GOI,BOM,2025-08-12 12:27:00,2025-08-12 12:41:00,14,12,Tuesday,DELAYED,0.0,19.0
2025-08-12,DEPARTURE,SG738,SG,VT-A007,BOM,CCU,2025-08-12 13:07:00,2025-08-12 13:13:00,6,13,Tuesday,ON_TIME,19.0,0.0
2025-08-12,ARRIVAL,6E302,6E,VT-A007,CCU,BOM,2025-08-12 15:26:00,2025-08-12 15:53:00,27,15,Tuesday,DELAYED,0.0,0.0
2025-08-13,ARRIVAL,BA134,BA,VT-A007,SIN,BOM,2025-08-13 07:39:00,2025-08-13 08:15:00,36,7,Wednesday,DELAYED,0.0,0.0
2025-08-13,DEPARTURE,SG715,SG,VT-A007,BOM,HYD,2025-08-13 09:22:00,2025-08-13 09:12:00,-10,9,Wednesday,ON_TIME,0.0,0.0
2025-08-13,ARRIVAL,SG460,SG,VT-A007,HYD,BOM,2025-08-13 11:44:00,2025-08-13 11:44:00,0,11,Wednesday,ON_TIME,0.0,6.0
2025-08-13,DEPARTURE,SQ177,SQ,VT-A007,BOM,GOI,2025-08-13 12:23:00,2025-08-13 12:19:00,-4,12,Wednesday,ON_TIME,6.0,0.0
